company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
Star,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Make games with AI - no coding required,"Make games with AI - no coding required. Founded in 2021 by Ryan Endacott, Star has 1 employees based in Springfield, MO, USA. Star is hiring for 2 roles in marketing and product.",Ryan Endacott,https://www.linkedin.com/in/ryan-endacott-26786255,https://www.ycombinator.com/companies/star
Paces,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Agentic AI for Power Projects and AI Infrastructure,"Agentic AI for Power Projects and AI Infrastructure. Founded in 2022 by Charles Bai and James McWalter, Paces has 50 employees based in New York City. Paces is hiring for 12 roles in engineering, operations, product, and sales.",James McWalter,https://www.linkedin.com/in/jamesmcwalter,https://www.ycombinator.com/companies/paces
Paces,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Agentic AI for Power Projects and AI Infrastructure,"Agentic AI for Power Projects and AI Infrastructure. Founded in 2022 by Charles Bai and James McWalter, Paces has 50 employees based in New York City. Paces is hiring for 12 roles in engineering, operations, product, and sales.",Charlesxbai,https://www.linkedin.com/in/charlesxbai,https://www.ycombinator.com/companies/paces
Stream,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI Claims Workbench automating insurance claims,"The AI Claims Workbench automating insurance claims . Founded in 2022 by Eilam Levitov and Eric Yen, Stream has 15 employees based in San Francisco. Stream is hiring for 1 roles in engineering.",Eilam Levitov,https://linkedin.com/in/eilamlevitov,https://www.ycombinator.com/companies/stream
Stream,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI Claims Workbench automating insurance claims,"The AI Claims Workbench automating insurance claims . Founded in 2022 by Eilam Levitov and Eric Yen, Stream has 15 employees based in San Francisco. Stream is hiring for 1 roles in engineering.",Yeneric,https://www.linkedin.com/in/yeneric,https://www.ycombinator.com/companies/stream
Stream,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI Claims Workbench automating insurance claims,"The AI Claims Workbench automating insurance claims . Founded in 2022 by Eilam Levitov and Eric Yen, Stream has 15 employees based in San Francisco. Stream is hiring for 1 roles in engineering.",Eilam Levitov,https://www.linkedin.com/in/eilamlevitov,https://www.ycombinator.com/companies/stream
Instant,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The best backend for AI-coded apps,"The best backend for AI-coded apps. Founded in 2022 by Joe Averbukh and Stepan Parunashvili, Instant has 4 employees based in San Francisco. Instant is hiring for 1 roles in engineering.",Joe Averbukh,http://www.linkedin.com/in/joeaverbukh,https://www.ycombinator.com/companies/instant
Instant,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The best backend for AI-coded apps,"The best backend for AI-coded apps. Founded in 2022 by Joe Averbukh and Stepan Parunashvili, Instant has 4 employees based in San Francisco. Instant is hiring for 1 roles in engineering.",Stepan Parunashvili,https://www.linkedin.com/in/stepan-parunashvili-65698932,https://www.ycombinator.com/companies/instant
Wolfia,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"We help security, legal and sales teams answer customer questions","We help security, legal and sales teams answer customer questions. Founded in 2022 by Naren Manoharan, Wolfia has 5 employees based in Austin, TX, USA. Wolfia is hiring for 2 roles in engineering and design.",Narenkmanoharan,https://www.linkedin.com/in/narenkmanoharan,https://www.ycombinator.com/companies/wolfia
Clinikally,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,India's Telemedicine Platform & Online Pharmacy for Dermatology Care,"India's Telemedicine Platform & Online Pharmacy for Dermatology Care. Founded in 2022 by Arjun Soin, Clinikally has 125 employees based in Gurugram, Haryana, India. Clinikally is hiring for 29 roles in science, engineering, finance, marketing, support, operations, product, design, and sales.",Arjun Soin,https://www.linkedin.com/in/arjun-soin-97a568114,https://www.ycombinator.com/companies/clinikally
Layerup,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Agentic AI OS for Financial Services and Insurance,"Agentic AI OS for Financial Services and Insurance. Founded in 2021 by Arnav Bathla, Layerup has 11 employees based in San Francisco. Layerup is hiring for 1 roles in engineering.",Arnav Bathla,https://www.linkedin.com/in/arnav-bathla-he-him-6b49ab194,https://www.ycombinator.com/companies/layerup
Poly,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Intelligent Personal Cloud Storage,"Intelligent Personal Cloud Storage. Founded in 2022 by Abhay Agarwal, Poly has 3 employees based in San Francisco. Poly is hiring for 6 roles in engineering.",Intelligent Personal Cloud Storage,http://linkedin.com/in/abhaykagarwal,https://www.ycombinator.com/companies/poly
Medplum,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,API first electronic health record (EHR) that is open source,"API first electronic health record (EHR) that is open source. Founded in 2021 by Cody Ebberson and Reshma Khilnani, Medplum has 20 employees based in San Francisco. Medplum is hiring for 4 roles in operations and engineering.",Reshma Khilnani,https://www.linkedin.com/in/reshmakhilnani,https://www.ycombinator.com/companies/medplum
Medplum,Summer 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,API first electronic health record (EHR) that is open source,"API first electronic health record (EHR) that is open source. Founded in 2021 by Cody Ebberson and Reshma Khilnani, Medplum has 20 employees based in San Francisco. Medplum is hiring for 4 roles in operations and engineering.",Cody Ebberson,https://www.linkedin.com/in/codyebberson,https://www.ycombinator.com/companies/medplum
Mindbase,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Build AI influencers that autonomously create content, engage fans…","Build AI influencers that autonomously create content, engage fans…. Founded in 2022 by Divij Goyal, Indrajeet Roy, and Ankit Shrivastava, Mindbase has 7 employees based in San Francisco. Mindbase is hiring for 1 roles in sales.",Divij Goyal,https://www.linkedin.com/in/divijgoyal,https://www.ycombinator.com/companies/tradex
Mindbase,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Build AI influencers that autonomously create content, engage fans…","Build AI influencers that autonomously create content, engage fans…. Founded in 2022 by Divij Goyal, Indrajeet Roy, and Ankit Shrivastava, Mindbase has 7 employees based in San Francisco. Mindbase is hiring for 1 roles in sales.",Indrajeet Roy,https://in.linkedin.com/in/indrajeetroy,https://www.ycombinator.com/companies/tradex
Mindbase,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Build AI influencers that autonomously create content, engage fans…","Build AI influencers that autonomously create content, engage fans…. Founded in 2022 by Divij Goyal, Indrajeet Roy, and Ankit Shrivastava, Mindbase has 7 employees based in San Francisco. Mindbase is hiring for 1 roles in sales.",Ankit Shrivastava,https://www.linkedin.com/in/ankit-shrivastava-682b4515,https://www.ycombinator.com/companies/tradex
Reality Defender,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Enterprise Deepfake Detection,"Enterprise Deepfake Detection. Founded in 2021 by Ben Colman, Reality Defender has 54 employees based in New York City.",Enterprise Deepfake Detection,https://www.linkedin.com/in/benpcolman,https://www.ycombinator.com/companies/reality-defender
Remi,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Simplifying roofing for homeowners, roofers and enterprises.","Simplifying roofing for homeowners, roofers and enterprises. Founded in 2022 by Doug Barnett and Brant Choate, Remi has 170 employees based in Lehi, UT, USA. Remi is hiring for 4 roles in engineering and design.",Doug Barnett,https://www.linkedin.com/in/doug-barnett-74653816,https://www.ycombinator.com/companies/remi
Remi,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Simplifying roofing for homeowners, roofers and enterprises.","Simplifying roofing for homeowners, roofers and enterprises. Founded in 2022 by Doug Barnett and Brant Choate, Remi has 170 employees based in Lehi, UT, USA. Remi is hiring for 4 roles in engineering and design.",Brant Choate,https://www.linkedin.com/in/brantchoate,https://www.ycombinator.com/companies/remi
Seis,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Banking 100% in Spanish for the 44 million US Spanish speakers,"Banking 100% in Spanish for the 44 million US Spanish speakers. Founded in 2021 by Joshua Howland and Trevor McKendrick, Seis has 70 employees based in Salt Lake City, UT, USA.",Trevor McKendrick,https://www.linkedin.com/in/trevormckendrick,https://www.ycombinator.com/companies/seis
Eventual,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Building the AI data engine for any modality and scale,"Building the AI data engine for any modality and scale. Founded in 2022 by Jay Chia and Sammy Sidhu, Eventual has 18 employees based in San Francisco. Eventual is hiring for 5 roles in engineering.",Sammy Sidhu,https://www.linkedin.com/in/sammy-sidhu,https://www.ycombinator.com/companies/eventual
Eventual,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Building the AI data engine for any modality and scale,"Building the AI data engine for any modality and scale. Founded in 2022 by Jay Chia and Sammy Sidhu, Eventual has 18 employees based in San Francisco. Eventual is hiring for 5 roles in engineering.",Chiajay,https://www.linkedin.com/in/chiajay,https://www.ycombinator.com/companies/eventual
Cofactr,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Cloud pre-factory logistics and procurement for electronics,"Cloud pre-factory logistics and procurement for electronics. Founded in 2021 by Phillip Gulley and Matthew Haber, Cofactr has 15 employees based in New York City.",Matthew Haber,https://www.linkedin.com/in/matthew-haber-374903184,https://www.ycombinator.com/companies/cofactr
Cofactr,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Cloud pre-factory logistics and procurement for electronics,"Cloud pre-factory logistics and procurement for electronics. Founded in 2021 by Phillip Gulley and Matthew Haber, Cofactr has 15 employees based in New York City.",Phillip Gulley,https://www.linkedin.com/in/phillip-gulley-52801937,https://www.ycombinator.com/companies/cofactr
MSPilot,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Turn AI adoption into a recurring revenue line.,"Turn AI adoption into a recurring revenue line. Founded in 2026 by James Jiang and Paul Li, MSPilot has 3 employees based in San Francisco. MSPilot is hiring for 2 roles in sales and engineering.",Hey Paul,https://www.linkedin.com/in/hey-paul,https://www.ycombinator.com/companies/mspilot
MSPilot,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Turn AI adoption into a recurring revenue line.,"Turn AI adoption into a recurring revenue line. Founded in 2026 by James Jiang and Paul Li, MSPilot has 3 employees based in San Francisco. MSPilot is hiring for 2 roles in sales and engineering.",Jamesdreamcrafters,https://www.linkedin.com/in/jamesdreamcrafters,https://www.ycombinator.com/companies/mspilot
KorrAI,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Traceable AI for billion-dollar infrastructure.,"Traceable AI for billion-dollar infrastructure. Founded in 2022 by Rahul Anand and Rob McEwan, KorrAI has 24 employees based in Toronto, ON, Canada. KorrAI is hiring for 4 roles in marketing, sales, and science.",Rahul Anand,https://www.linkedin.com/in/rahulanandnitk,https://www.ycombinator.com/companies/korrai
KorrAI,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Traceable AI for billion-dollar infrastructure.,"Traceable AI for billion-dollar infrastructure. Founded in 2022 by Rahul Anand and Rob McEwan, KorrAI has 24 employees based in Toronto, ON, Canada. KorrAI is hiring for 4 roles in marketing, sales, and science.",Rob McEwan,https://www.linkedin.com/in/robmcewan,https://www.ycombinator.com/companies/korrai
GovDash,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI platform to win and run government contracts,"AI platform to win and run government contracts. Founded in 2021 by Sean Doherty, Timothy Goltser, and Curtis Mason, GovDash has 56 employees based in New York City. GovDash is hiring for 3 roles in engineering.",Sean M Doherty,https://www.linkedin.com/in/sean-m-doherty,https://www.ycombinator.com/companies/govdash
GovDash,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI platform to win and run government contracts,"AI platform to win and run government contracts. Founded in 2021 by Sean Doherty, Timothy Goltser, and Curtis Mason, GovDash has 56 employees based in New York City. GovDash is hiring for 3 roles in engineering.",Curtis Mason,https://www.linkedin.com/in/curtis-mason-729376156,https://www.ycombinator.com/companies/govdash
AirMyne,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Building systems to remove carbon dioxide from air at industrial scale,"Building systems to remove carbon dioxide from air at industrial scale. Founded in 2022 by Mark Cyffka and Sudip Mukhopadhyay, AirMyne has 11 employees based in San Francisco. AirMyne is hiring for 1 roles in engineering.",Mark Cyffka,https://www.linkedin.com/in/markcyffka,https://www.ycombinator.com/companies/airmyne
AirMyne,Winter 2022,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Building systems to remove carbon dioxide from air at industrial scale,"Building systems to remove carbon dioxide from air at industrial scale. Founded in 2022 by Mark Cyffka and Sudip Mukhopadhyay, AirMyne has 11 employees based in San Francisco. AirMyne is hiring for 1 roles in engineering.",Sudip Mukhopadhyay,https://www.linkedin.com/in/sudip,https://www.ycombinator.com/companies/airmyne
